url_doi	title	year	article_type	train
https://doi.org/10.1080/0005772X.1999.11099452	Publishedonline:01Apr2015. Submityourarticletothisjournal Articleviews:19 Viewrelatedarticles Citingarticles:17Viewcitingarticles FullTerms&Conditionsofaccessandusecanbefoundat http://www.tandfonline.com/action/journalInformation?journalCode=tbee20	1999	popular	0
https://doi.org/10.1080/01140671.2014.889721	Phytophagous mites and their predators during the establishment of apple orchards under biological and integrated fruit production in Central Otago, New Zealand	2014	study	0
https://doi.org/10.1080/03014223.1975.9517877	Integrated control of apple pests in New Zealand * 5. Effect of larval density on the cocooning behaviour of fifth-instar codling moth larvae on young trees	1975	study	0
https://doi.org/10.1080/03949370.2011.634439	Do age and type of plantings affect turtle dove Streptopelia turtur nest placement in olive agro- ecosystems?	2012	study	0
https://doi.org/10.1080/09583150600828502	Increasing vineyard floral resources may not enhance localised biological control of the leafroller Epiphyas postvittana (Lepidoptera: Tortricidae) by Dolichogenidea spp. (Hymenoptera: Braconidae) parasitoids	2006	study	0
https://doi.org/10.1080/09583157.2012.743972	Flowers for better pest control? The effects of apple orchard ground cover management on green apple aphids (Aphis spp.) (Hemiptera: Aphididae), their predators and the canopy insect community	2013	study	0
https://doi.org/10.1080/01448765.1997.9755198	Floral and Faunal Species Diversity and Abundance of Aphid Predators in Ecological Apple Orchards	1997	study	0
https://doi.org/10.1007/BF02979824	Natural Enemies of the Pear Psylla Cacopsylla pyri in Treated vs Untreated Pear Orchards in Antalya, Turkey	2004	study	0
https://doi.org/10.1007/s00244-003-3219-y	Occurrence and Distribution of Pesticides in the Province of Bologna, Italy, Using Honeybees as Bioindicators	2004	study	0
https://doi.org/10.1007/s00244-004-0229-8	Effects of Azinphos-Methyl on Cholinergic Responses and General Health in Zebra Finches (Taeniopygia guttata) After Previous Treatment with p,p'-DDE	2004	study	0
https://doi.org/10.1007/s002440010151	Organochlorine Contaminants and Biomarker Response in Double-Crested Cormorants Nesting in Green Bay and Lake Michigan, Wisconsin, USA	2001	study	0
https://doi.org/10.1007/s00267-013-0194-6	The Influence of Study Species Selection on Estimates of Pesticide Exposure in Free-Ranging Birds	2014	study	0
https://doi.org/10.1007/s00271-005-0019-3	Irrigation of fruit trees and vines: an introduction	2005	introduction	0
https://doi.org/10.1007/s10340-015-0696-5	Temperature-dependent effect of two neurotoxic insecticides on predatory potential of Philodromus spiders	2016	study	0
https://doi.org/10.1007/s10460-009-9240-7	Interpreting orchardists' talk about their orchards: the good orchardists	2010	social_science	0
https://doi.org/10.1007/s10493-008-9193-3	Survey of natural enemies of spider mites (Acari: Tetranychidae) in citrus orchards in eastern Spain	2009	study	0
https://doi.org/10.1007/s10531-013-0551-z	Habitat selection of three cryptic Plecotus bat species in the European Alps reveals contrasting implications for conservation	2013	study	0
https://doi.org/10.1007/s10722-013-0013-1	Flora and plant genetic resources of ancient olive groves of Apulia (Southern Italy)	2014	study	0
https://doi.org/10.1007/s10806-006-9010-0	Farming and Landscape Management: How French Farmers are Coping with the Ecologization of Their Activities	2006	social_science	0
https://doi.org/10.1007/s10841-014-9667-z	Insect taxa with similar habitat requirements may differ in response to the environment in heterogeneous patches of traditional fruit orchards	2014	study	0
https://doi.org/10.1007/s11356-014-3637-6	An ecosystem services approach to pesticide risk assessment and risk management of non-target terrestrial plants: recommendations from a SETAC Europe workshop	2015	report	0
https://doi.org/10.1007/s13355-013-0222-2	Unmown groundcover conserves adult populations of the predatory ground beetle Chlaenius micans (Coleoptera: Carabidae) in commercial apple orchards	2014	study	0
https://doi.org/10.1007/s13592-016-0440-z	Risk indicators affecting honeybee colony survival in Europe: one year of surveillance	2016	study	0
https://doi.org/10.1007/s13593-011-0022-4	Plant species diversity for sustainable management of crop pests and diseases in agroecosystems: a review	2012	review	0
https://doi.org/10.1023/A:1010785604339	The use of benzyladenine in orchard fruit growing: a mini review.	2000	review	0
https://doi.org/10.1023/A:1018300321411	Thicket formation in abandoned fruit orchards: processes and implications for the conservation of semi-dry grasslands in Central Germany	1997	study	0
https://doi.org/10.1023/A:1022553315896	An Assessment of DDT and Other Chlorinated Compounds and the Reproductive Success of American Robins (Turdus migratorius) Breeding in Fruit Orchards	2003	study	0
https://doi.org/10.1023/A:1026444029579	Extrapolating from Honeybees to Bumblebees in Pesticide Risk Assessment	1999	review	0
https://doi.org/10.1051/apido/2009015	Conservation ecology of bees: populations, species and communities*	2009	review	0
https://doi.org/10.1051/apido/2010024	Landscape enhancement of floral resources for honey bees in agro-ecosystems*	2010	review	0
https://doi.org/10.1134/S0013873814080041	Species Diversity and Abundance of Zoophages as a Basic Resource of the Ecological Pest Management Program for Suppression of the Codling Moth Cydia pomonella (L.) (Lepidoptera, Tortricidae) and Secondary Arthropod Pests in the Apple Orchard Agroecosystems of Southern Russia	2014	study	0
https://doi.org/10.1186/s40657-016-0039-0	Effects of location, orchard type, laying period and nest position on the reproductive performance of Turtle Doves (Streptopelia turtur) on intensively cultivated farmland	2016	study	0
https://doi.org/10.1002/etc.377	Apple orchard pest control strategies affect bird communities in southeastern France	2011	study	0
https://doi.org/10.1002/etc.5620180417	CHOLINESTERASE INHIBITION IN TREE SWALLOWS (TACHYCINETA BICOLOR) AND EASTERN BLUEBIRDS (SIALIA SIALIS) EXPOSED TO ORGANOPHOSPHORUS INSECTICIDES IN APPLE ORCHARDS IN ONTARIO, CANADA	1999	study	0
https://doi.org/10.1007/978-3-319-03865-0_7	Risk to Pollinators from the Use of Chlorpyrifos in the United States	2014	review	0
https://doi.org/10.1111/epp.12013	Richesse spécifique des ennemis naturels associés aux vergers d'agrumes au Maroc: Intérêt et implication pour la lutte biologique	2013	french	0
https://doi.org/10.1002/etc.5620170719	THE FUNCTIONAL INTEGRITY OF NORTHERN LEOPARD FROG (RANA PIPIENS) AND GREEN FROG (RANA CLAMITANS) POPULATIONS IN ORCHARD WETLANDS. I. GENETICS, PHYSIOLOGY, AND BIOCHEMISTRY OF BREEDING ADULTS AND YOUNG-OF-THE-YEAR	1998	study	0
https://doi.org/10.3896/IBRA.1.49.1.03	A survey of honey bee colony losses in the United States, fall 2008 to spring 2009	2010	study	0
https://doi.org/10.1002/oa.2363	A New Survey of the Birds of Moldova Region (Romania)	2014	study	0
https://doi.org/10.1111/j.1570-7458.1978.tb02757.x	THE USE OF INSECT GROWTH REGULATORS, ANALOGUES OF THE JUVENILE HORMONE, AGAINST SUMMER FRUIT TORTRIX MOTH, ADOXOPHYES ORANA AND OTHER PESTS	1978	study	0
https://doi.org/10.1111/1365-2664.12778	The use of extrafloral nectar in pest management: overcoming context dependence	2016	review	0
https://doi.org/10.1111/icad.12096	Effects of plant diversity, habitat and agricultural landscape structure on the functional diversity of carabid assemblages in the North China Plain	2015	study	0
https://doi.org/10.1111/j.1439-0418.2007.01233.x	Kaolin particle films suppress many apple pests, disrupt natural enemies and promote woolly apple aphid	2007	study	0
https://doi.org/10.1111/icad.12162	Flowering ground vegetation benefits wild pollinators and fruit set of almond within arid smallholder orchards	2016	study	0
https://doi.org/10.1111/j.1461-9563.2007.00358.x	Stable isotopes analysis to assess the trophic role of ants in a Mediterranean agroecosystem	2008	study	0
https://doi.org/10.1002/ece3.703	Supporting crop pollinators with floral resources: network-based phenological matching	2013	study	0
https://doi.org/10.1002/etc.1834	BATS AT RISK? BAT ACTIVITY AND INSECTICIDE RESIDUE ANALYSIS OF FOOD ITEMS IN AN APPLE ORCHARD	2012	study	0
https://doi.org/10.1890/06-1323.1	DO RESOURCES OR NATURAL ENEMIES DRIVE BEE POPULATION DYNAMICS IN FRAGMENTED HABITATS?	2008	study	0
https://doi.org/10.1046/j.1365-2664.2001.00657.x	Pollen removal and deposition by honeybee and bumblebee visitors to apple and almond flowers	2001	study	0
https://doi.org/10.1002/jssc.201301069	Determination of spinosad at trace levels in bee pollen and beeswax with solid-liquid extraction and LC-ESI-MS	2014	study	0
